CUSTOMER_ID,GENDER,SENIOR_CITIZEN,PARTNER,DEPENDENTS,TENURE,PHONE_SERVICE,MULTIPLE_LINES,INTERNET_SERVICE,ONLINE_SECURITY,ONLINE_BACKUP,DEVICE_PROTECTION,TECH_SUPPORT,STREAMING_TV,STREAMING_MOVIES,CONTRACT,PAPERLESS_BILLING,PAYMENT_METHOD,MONTHLY_CHARGES,TOTAL_CHARGES,CHURN
2478-EEWWM,male,no,yes,no,59,no,no_phone_service,dsl,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,44.3,2666.75,no
9174-IHETN,female,no,no,yes,50,yes,no,fiber_optic,no,no,no,no,no,no,two_year,no,credit_card_automatic,70.35,3533.6,no
2233-TXSIU,male,no,yes,yes,17,no,no_phone_service,dsl,yes,no,yes,no,yes,no,one_year,no,credit_card_automatic,44.45,792.15,no
9644-UMGQA,male,no,yes,yes,6,yes,no,dsl,yes,no,no,no,no,no,month_to_month,yes,electronic_check,49.15,295.65,no
3256-EZDBI,male,yes,yes,no,51,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,credit_card_automatic,29.45,1459.35,no
8761-NSOBC,male,no,no,no,44,yes,no,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,no,electronic_check,100.55,4398.15,yes
0419-YAAPX,male,no,yes,no,49,yes,no,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,credit_card_automatic,85.3,4297.95,no
8413-VONUO,male,no,no,no,2,yes,no,fiber_optic,no,yes,no,no,yes,yes,month_to_month,no,electronic_check,95.65,167.3,yes
0872-CASZJ,male,no,yes,no,59,yes,yes,dsl,yes,no,no,yes,no,yes,one_year,yes,mailed_check,69.1,4096.9,no
4726-DLWQN,male,yes,no,no,50,yes,yes,dsl,yes,yes,no,no,yes,no,month_to_month,yes,bank_transfer_automatic,70.35,3454.6,no
8164-OCKUJ,female,no,yes,yes,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.6,1286.0,no
3094-JOJAI,male,no,no,no,18,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,mailed_check,74.15,1387.0,no
9494-MRNYX,male,no,no,no,10,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,75.05,786.3,no
2599-CZABP,male,no,yes,no,14,yes,no,dsl,no,no,no,no,no,no,one_year,no,electronic_check,44.6,641.25,no
7945-PRBVF,male,no,no,no,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,21.45,705.45,no
4544-RXFMG,male,no,yes,yes,8,yes,no,dsl,no,no,no,no,no,no,one_year,yes,mailed_check,43.45,345.5,no
0859-YGKFW,male,no,yes,yes,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,20.05,345.9,no
1150-FTQGN,female,no,yes,yes,60,yes,yes,fiber_optic,yes,yes,no,no,yes,no,one_year,no,bank_transfer_automatic,94.15,5811.8,no
9223-UCPVT,female,no,no,no,1,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,electronic_check,94.4,94.4,yes
7196-LIWRH,female,no,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.55,124.45,no
5448-VWNAM,female,no,no,yes,19,yes,yes,dsl,yes,yes,no,yes,yes,no,month_to_month,yes,mailed_check,75.9,1375.6,no
1177-XZBJL,male,no,yes,yes,53,yes,yes,dsl,yes,yes,no,yes,no,no,one_year,no,bank_transfer_automatic,64.15,3491.55,no
3518-FSTWG,male,yes,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,bank_transfer_automatic,109.55,7920.7,no
9330-VOFSZ,female,no,yes,no,60,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,110.8,6640.7,no
4351-QLCSU,female,no,no,no,1,yes,no,dsl,no,no,no,no,yes,no,month_to_month,yes,credit_card_automatic,55.0,55.0,yes
0939-EREMR,female,no,no,yes,13,yes,no,dsl,no,no,yes,yes,no,no,month_to_month,no,mailed_check,53.45,718.1,no
9389-ACWBI,female,no,yes,yes,5,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,credit_card_automatic,69.95,320.4,no
5419-JPRRN,male,no,no,no,1,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,101.45,101.45,yes
3644-QXEHN,male,no,yes,yes,13,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,electronic_check,97.0,1334.45,no
2911-IJORQ,male,no,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,90.6,3358.65,no
5921-NGYRH,male,no,yes,no,64,yes,no,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,mailed_check,73.55,4764.0,no
2100-BDNSN,female,no,yes,no,5,yes,yes,dsl,no,no,yes,yes,yes,no,month_to_month,no,bank_transfer_automatic,67.95,350.3,yes
5998-DZLYR,female,no,yes,no,61,yes,yes,fiber_optic,no,yes,no,yes,no,yes,two_year,yes,bank_transfer_automatic,94.35,5703.0,no
0488-GSLFR,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.5,69.5,yes
9318-NKNFC,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,18.85,18.85,yes
3985-HOYPM,male,no,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.4,525.55,no
9728-FTTVZ,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.2,69.2,yes
9548-LERKT,male,no,yes,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,483.15,no
6576-FBXOJ,male,no,yes,no,17,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,one_year,no,electronic_check,54.6,934.8,no
4310-KEDTB,female,no,no,yes,26,no,no_phone_service,dsl,no,no,yes,no,no,no,month_to_month,yes,mailed_check,29.8,786.5,no
7254-IQWOZ,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.65,69.65,yes
2474-BRUCM,male,yes,yes,no,40,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,no,electronic_check,101.85,4086.3,yes
4062-HBMOS,male,no,no,no,52,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,103.05,5364.8,no
0742-NXBGR,female,no,no,no,1,yes,no,fiber_optic,no,yes,yes,no,no,no,month_to_month,yes,electronic_check,82.3,82.3,yes
2676-ISHSF,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.3,20.3,no
9236-NDUCW,female,no,no,no,21,no,no_phone_service,dsl,yes,no,no,yes,no,no,two_year,no,mailed_check,35.1,770.4,no
4753-PADAS,female,no,yes,no,67,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_automatic,105.7,6816.95,no
6103-QCKFX,female,no,yes,yes,44,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,bank_transfer_automatic,56.25,2419.55,no
7781-EWARA,male,no,yes,yes,70,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,no,electronic_check,60.35,4138.7,no
6110-OHIHY,male,no,no,no,3,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,no,electronic_check,79.25,267.6,yes
7018-FPXHH,male,no,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two_year,yes,bank_transfer_automatic,59.8,3457.45,no
5889-LFOLL,female,no,no,no,13,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.6,1115.2,yes
5708-EVONK,female,no,yes,yes,58,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month_to_month,yes,bank_transfer_automatic,93.4,5435.6,yes
8708-XPXHZ,female,no,yes,yes,42,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,94.2,4186.3,yes
0616-ATFGB,male,yes,yes,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,25.05,25.05,yes
0572-ZJKLT,female,no,yes,yes,46,yes,yes,fiber_optic,yes,no,yes,yes,no,yes,two_year,no,mailed_check,99.65,4630.2,no
5135-RDDQL,female,no,yes,yes,63,yes,no,dsl,yes,no,no,no,no,no,two_year,yes,bank_transfer_automatic,50.65,3221.25,no
1353-LJWEM,male,no,no,no,11,yes,no,dsl,no,yes,yes,yes,no,no,month_to_month,yes,electronic_check,60.9,688.5,no
1794-SWWKL,male,no,yes,yes,15,yes,yes,dsl,no,no,yes,yes,no,no,month_to_month,yes,bank_transfer_automatic,59.65,867.1,no
6166-YIPFO,male,no,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,64.7,4746.05,no
7016-BPGEU,female,no,no,no,29,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,credit_card_automatic,25.1,712.85,yes
6876-ADESB,male,no,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month_to_month,no,electronic_check,48.95,48.95,yes
9332-GYWLO,female,no,yes,yes,6,yes,no,dsl,no,no,no,no,yes,no,month_to_month,no,electronic_check,54.85,355.1,no
1963-SVUCV,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,45.3,45.3,yes
4184-VODJZ,male,no,yes,yes,63,yes,yes,fiber_optic,no,yes,no,no,no,yes,one_year,yes,electronic_check,91.35,5764.7,no
0220-EBGCE,male,no,no,no,2,yes,no,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,electronic_check,85.85,167.3,yes
1092-WPIVQ,female,no,yes,yes,18,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.1,428.45,no
7233-IOQNP,female,no,yes,no,43,no,no_phone_service,dsl,yes,no,no,yes,no,no,month_to_month,no,bank_transfer_automatic,34.0,1505.35,no
2834-JKOOW,female,no,no,no,15,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,one_year,no,mailed_check,45.9,693.45,no
2754-VDLTR,male,no,no,yes,10,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,electronic_check,95.2,930.4,yes
2400-FEQME,male,no,yes,yes,55,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.5,1177.95,no
3190-XFANI,male,no,no,yes,49,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,bank_transfer_automatic,100.6,5069.65,yes
7551-DACSP,male,no,yes,yes,6,yes,no,dsl,no,yes,yes,no,no,no,month_to_month,yes,mailed_check,55.3,324.25,yes
4957-SREEC,male,no,yes,yes,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,20.35,1458.1,no
7235-NXZCP,male,yes,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,74.85,156.4,yes
0230-UBYPQ,male,yes,yes,no,63,no,no_phone_service,dsl,yes,no,no,yes,no,no,one_year,no,bank_transfer_automatic,36.1,2298.9,no
4923-ADWXJ,female,no,no,no,25,yes,no,dsl,no,yes,no,yes,no,yes,month_to_month,yes,bank_transfer_automatic,65.8,1679.65,no
1763-KUAAW,female,yes,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,20.35,369.6,no
1104-TNLZA,male,yes,yes,no,28,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,yes,electronic_check,105.8,2998.0,no
5195-KPUNQ,female,yes,no,no,53,yes,no,fiber_optic,yes,yes,no,yes,no,yes,one_year,yes,mailed_check,96.75,5206.55,no
0520-FDVVT,male,no,no,no,35,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_automatic,102.35,3626.1,yes
3439-GVUSX,male,no,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,24.4,24.4,no
1444-VVSGW,male,no,yes,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,credit_card_automatic,115.65,7968.85,yes
5712-PTIWW,male,no,no,no,2,yes,no,fiber_optic,no,no,yes,yes,no,no,month_to_month,yes,electronic_check,79.85,152.45,yes
5949-HGVJL,female,no,yes,no,26,yes,no,dsl,no,yes,no,yes,yes,yes,month_to_month,yes,electronic_check,73.05,1959.5,no
5203-XEHAX,female,no,no,no,34,yes,no,dsl,yes,yes,no,no,no,yes,one_year,no,electronic_check,64.35,2053.05,no
1635-HDGFT,female,no,no,yes,19,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.5,398.55,no
3315-TOTBP,male,no,no,no,15,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,76.0,1130.85,yes
8050-XGRVL,female,no,yes,yes,62,yes,no,dsl,yes,no,yes,no,no,no,one_year,no,credit_card_automatic,54.75,3425.35,no
6661-HBGWL,female,yes,no,no,42,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,bank_transfer_automatic,104.75,4323.45,yes
1518-VOWAV,female,no,no,no,9,yes,no,dsl,yes,yes,no,no,yes,yes,month_to_month,yes,electronic_check,74.65,703.55,yes
9828-QHFBK,male,no,no,no,24,yes,no,dsl,yes,no,no,no,no,no,month_to_month,yes,electronic_check,51.15,1275.7,no
3908-MKIMJ,male,yes,yes,no,68,no,no_phone_service,dsl,yes,yes,yes,no,no,no,two_year,yes,electronic_check,41.95,2965.75,no
5012-YSPJJ,male,no,yes,yes,31,yes,no,dsl,no,no,yes,yes,no,no,month_to_month,no,mailed_check,54.35,1647.0,no
5909-ECHUI,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month_to_month,yes,electronic_check,56.25,56.25,yes
1309-BXVOQ,male,no,yes,no,21,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,electronic_check,106.1,2249.95,yes
6728-VOIFY,female,no,yes,no,63,yes,no,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,electronic_check,96.0,6109.75,no
9317-WZPGV,female,yes,no,no,2,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,bank_transfer_automatic,79.75,159.4,yes
4891-NLUBA,female,no,yes,yes,61,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,61.45,3751.15,no
2856-HYAPG,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,68.65,68.65,yes
8969-PRHFK,male,no,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.65,411.25,no
0661-KQHNK,female,no,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_automatic,19.0,105.5,no
8709-KRDVL,female,no,no,no,33,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,100.0,3320.6,no
4488-PSYCG,male,no,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,20.25,327.45,yes
1427-VERSM,female,no,yes,no,56,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,electronic_check,98.7,5669.5,no
9801-NOSHQ,male,no,no,yes,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.8,465.45,no
6339-YPSAH,male,no,no,no,9,yes,no,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,electronic_check,73.8,704.3,no
3621-CEOVK,female,yes,yes,no,14,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,100.2,1369.8,yes
6906-ANDWJ,male,no,yes,yes,15,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,74.9,1107.25,yes
2159-TURXX,male,no,no,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_automatic,20.05,95.55,no
1548-FEHVL,male,no,yes,no,61,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month_to_month,yes,electronic_check,106.2,6375.2,no
3795-CAWEX,male,no,yes,yes,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,116.55,8152.3,no
6215-NQCPY,male,no,no,no,15,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,99.7,1566.75,no
5647-URDKA,male,no,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.7,130.25,no
2229-DPMBI,female,no,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.5,162.15,no
9626-WEQRM,female,no,no,no,4,no,no_phone_service,dsl,yes,no,no,no,no,no,month_to_month,yes,mailed_check,29.15,110.05,no
2188-SXWVT,female,no,no,no,34,yes,no,dsl,yes,yes,no,no,no,no,one_year,no,mailed_check,55.0,1885.15,no
6258-PVZWJ,male,no,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,90.8,6302.85,no
1094-BKOSX,female,no,yes,yes,45,no,no_phone_service,dsl,no,yes,yes,yes,no,yes,one_year,no,bank_transfer_automatic,51.0,2264.5,no
6969-MVBAI,female,yes,no,no,9,yes,yes,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,electronic_check,90.1,816.8,no
2978-XXSOG,female,no,no,no,22,yes,yes,dsl,yes,no,no,yes,no,no,month_to_month,yes,mailed_check,59.05,1253.5,no
2342-CKIAO,female,no,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.3,41.2,no
6953-PBDIN,male,no,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two_year,no,bank_transfer_automatic,72.95,5265.55,no
3898-BSJYF,female,no,no,yes,10,yes,yes,dsl,yes,no,yes,yes,no,yes,one_year,no,credit_card_automatic,73.55,693.3,no
3938-YFPXD,male,no,no,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_automatic,84.3,5997.1,no
7696-AMHOD,female,no,yes,yes,49,yes,no,dsl,no,yes,yes,no,yes,yes,one_year,no,credit_card_automatic,78.0,3824.2,no
2453-SAFNS,female,yes,no,no,54,yes,yes,dsl,no,yes,no,yes,yes,no,one_year,no,mailed_check,72.1,3886.05,no
9558-IHEZX,female,no,no,no,71,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_automatic,106.75,7283.25,no
9617-UDPEU,female,no,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.25,412.55,no
6340-DACFT,female,no,yes,yes,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,20.55,1070.25,no
4955-VCWBI,female,no,yes,yes,43,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.0,817.95,no
6813-GZQCG,female,no,yes,yes,45,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_automatic,24.65,1171.3,no
7426-GSWPO,male,yes,no,no,64,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,103.5,6548.65,no
3389-KTRXV,female,no,yes,yes,23,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,23.85,625.65,no
3118-UHVVQ,female,no,yes,no,68,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.8,1911.5,no
1031-IIDEO,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.85,70.85,yes
5832-XKAES,male,no,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_automatic,69.8,134.7,yes
3205-MXZRA,male,no,no,no,26,yes,no,dsl,no,no,no,yes,yes,no,one_year,no,credit_card_automatic,59.45,1507.0,no
4701-AHWMW,male,no,yes,no,55,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,month_to_month,yes,bank_transfer_automatic,54.55,2978.3,yes
8317-BVKSO,male,no,no,no,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,electronic_check,20.05,299.3,no
5702-KVQRD,male,no,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,electronic_check,82.55,5832.65,no
0083-PIVIK,male,no,no,no,64,yes,yes,dsl,yes,yes,yes,yes,yes,no,one_year,no,electronic_check,81.25,5567.55,no
9210-IAHGH,female,no,no,no,7,yes,no,dsl,no,no,no,yes,yes,yes,month_to_month,yes,credit_card_automatic,70.75,450.8,yes
6169-PGNCD,female,no,no,no,57,yes,no,dsl,yes,yes,yes,yes,yes,no,two_year,yes,credit_card_automatic,74.3,4166.35,no
0023-XUOPT,female,no,yes,no,13,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,no,electronic_check,94.1,1215.6,yes
4592-IWTJI,female,no,yes,yes,3,no,no_phone_service,dsl,yes,no,no,no,no,no,month_to_month,no,credit_card_automatic,29.7,91.7,yes
4909-JOUPP,male,yes,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,credit_card_automatic,109.7,7898.45,no
4657-FWVFY,female,no,yes,yes,40,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,yes,credit_card_automatic,96.35,3915.4,no
2257-BOVXD,male,no,yes,no,14,yes,yes,dsl,no,no,no,yes,yes,no,month_to_month,yes,credit_card_automatic,66.6,979.5,no
7729-JTEEC,male,no,yes,yes,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,44.5,90.05,no
7632-MNYOY,male,yes,no,no,66,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,no,credit_card_automatic,110.9,7432.05,yes
6518-LGAOV,female,no,yes,no,38,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,electronic_check,105.0,4026.4,yes
7242-QZLXF,male,no,no,yes,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,25.3,25.3,yes
4576-CSAJH,male,no,no,no,22,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_automatic,55.15,1193.05,yes
1000-AJSLD,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.1,20.1,yes
9696-RMYBA,male,no,no,no,5,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,mailed_check,80.1,398.55,no
8690-UPCZI,male,no,yes,yes,29,yes,yes,dsl,yes,no,no,yes,yes,no,one_year,no,bank_transfer_automatic,69.05,1958.45,no
1062-LHZOD,male,no,yes,yes,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,69.9,69.9,yes
9770-LXDBK,female,no,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.4,63.15,no
4086-WITJG,male,no,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,19.7,1301.1,no
8344-WFMFH,male,no,no,yes,9,yes,no,dsl,no,yes,no,no,no,no,month_to_month,yes,electronic_check,50.1,484.05,no
9600-NAXZN,male,no,no,no,43,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,101.4,4528.0,yes
8822-KNBHV,female,no,no,no,48,yes,yes,dsl,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_automatic,83.45,3887.85,no
8404-FYDIB,male,no,no,no,26,yes,yes,fiber_optic,yes,yes,no,no,no,no,month_to_month,yes,credit_card_automatic,86.65,2208.75,no
2791-SFVEW,female,no,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,20.15,238.15,no
6457-USBER,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,80.8,80.8,yes
6762-NSODU,female,no,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,19.4,958.15,no
4662-EKDPQ,male,no,no,no,2,yes,yes,dsl,no,no,no,no,no,yes,month_to_month,no,bank_transfer_automatic,62.05,118.3,yes
9248-OJYKK,male,yes,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,76.45,76.45,yes
9888-ZCUMM,male,no,yes,yes,64,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,60.05,3845.45,no
3398-FSHON,female,yes,no,no,12,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,91.3,1094.5,yes
3319-DWOEP,male,yes,yes,no,6,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,95.75,573.75,yes
1074-WVEVG,female,no,yes,no,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.35,1267.0,no
9979-RGMZT,female,no,no,no,7,yes,no,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,mailed_check,94.05,633.45,no
6437-UDQJM,female,yes,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_automatic,84.1,6129.65,no
1226-IENZN,male,yes,no,no,16,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,78.75,1218.25,no
2108-GLPQB,male,no,yes,no,25,yes,yes,dsl,no,no,yes,no,no,no,month_to_month,no,credit_card_automatic,55.55,1405.3,no
9259-PACGQ,female,no,yes,no,34,yes,yes,dsl,yes,yes,no,yes,no,no,month_to_month,no,electronic_check,62.65,2274.9,yes
4415-IJZTP,female,no,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.5,74.5,yes
1465-VINDH,female,no,yes,yes,10,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,credit_card_automatic,102.1,1068.85,yes
